SAC1_low,SAC2_low,SAC3_low,SAC4_low,SAC5_low,SAC1_high,SAC2_high,SAC3_high,SAC4_high,SAC5_high
6.87591551985321,6.06664439023717,4.86034061872968,6.0211560562968,6.19145195174688,12.3007713901521,12.1298921093983,13.075694180848,10.1480328628347,13.5754338790085
9.70920380590302,8.73463663312306,9.25529804486318,6.65912486123349,6.40896378853029,14.291487765739,12.3986379477879,10.7905840237199,10.0927767509514,10.7765888727448
7.70942082146922,6.17330348307774,5.03931081834753,5.61912136821971,6.02007557234765,14.8902068242277,12.754337867981,9.70331226924939,9.78465273559743,11.7066115748849
9.51174583801713,6.21854442267153,4.42793727022507,3.97386966703616,4.16362037338843,15.1373479541132,11.8168091127651,9.13132657689151,8.92114152290421,9.80647072046712
9.51838963359215,4.39090996008733,6.11329756286779,6.93290944242988,6.18829257088294,13.7608254505571,9.85796159411486,13.4028609478702,11.6010268777122,12.1495994406006
7.848073990115,8.78199117220035,6.52411221343277,5.62395819529531,5.16637862706716,14.2800372966641,9.77988924480937,11.5499624611143,12.6563251613841,9.72936532601214
8.17071661428482,4.28161632834308,4.87422107646282,5.50458230401799,3.13680362737179,15.8413874567816,10.5702580472281,13.5929757403622,9.83146518245495,13.5053235184382
8,8.200918711534,6.77443599386019,6.49695168700394,7.01466024076639,21.0540845847287,12.1605180116252,13.2643557183799,11.7420877351036,11.6638969855214
11.4372660118471,7.57594195174208,7.41588286551497,10.089552786657,6.98789331894756,18.4431901048064,11.7960675872129,13.8702558169907,8.34868978959497,10.5570948775746
11,7.31140772423881,8.99369616165168,9.41233308066209,7.20507225850703,12.1745604853946,9.95106183701721,19.1910887572171,11.6714172640363,8.9292708125934
9.27920224322136,10.7367819880966,10.4414159684773,12.670389493795,7.23266353250681,15.2501261305947,12.1578995569715,16.9348336453196,11.2023655201719,17.4509982663394
11.8748997544812,8.22980616984812,8.61375197090277,7.65935827988425,7.01892241792877,14.9000597347152,13.3557674971388,12.8363774459464,12.7455691620544,11.2526353570588
8.83358668239112,6.45385218321977,6.46937667008874,6,5.8217220026485,13.0136440750305,11.9165589923758,14.5241091790757,8.89222809409134,10.2047959849371
6.33736983545595,7.09074253497471,7.75505563926637,8.36674677934686,5.54345127169329,13.2733075483095,13.1814132135531,9.74689603989485,12.7727149107773,10.7522197242477
11.1350533269847,7.29091224961279,6.2010233251436,5.82965704223091,6.89716113864475,12.696101198371,10.1982489547111,12.7511134024769,15.5796856603908,12.1350772221031
10.347323998493,6,8.7300391340392,7.02159532389985,7.05611345824178,19.4630108890632,13.2140349863225,11.1493073449704,9.08214769472222,11.0804584069518
9.69298591908976,10.5320146109001,9.92001204373817,10.2383017415445,7.59156444086581,13.4938789581369,15.2527074163364,13.3754109211754,15.8811900072004,15.2788533935117
13.8930394102276,7.78534869175387,6.05139735067147,2.19251407872616,7.63502626476081,18.4096842501927,8.01812181340324,19.3646635870293,15.0526544918696,16.16446419151
9.44133375782792,6.89516744727676,5.99319082452678,6.19156160694952,6.40278399825154,15.6169739738688,13.8989596603619,12.3362138875649,13.697242225532,10.3953553413014
9.7190249661371,5.79758723169624,6.16383852491952,7.25188243592442,5.346101800755,15.0491529197141,13.5750517175764,9,13.3670153487827,8.83279337987808
7,8.61907022749141,6.17125686950579,8,8,14.0898783179659,13.0750240607749,10.4880020119437,9.95530550000256,11.5214498360032
8.4036083206449,7.81430895172745,6.6545644281249,8.16328788162229,5.0234062652742,15.3905557079109,16.4923261787848,9.11519390873997,9.49013813266936,13.2587336610383
9.45722654853507,8.72861009373666,8.05464265984646,7.70529798727354,9.02708415613176,11.6412281261407,12.4655339102376,11.2794567261745,11.1255664385156,10.258634767438
11.5617259686958,7.99461315487544,7.49932610254175,6.89667913270495,9.03999455417377,13.2236014499111,11.5586089727497,18.9284072577298,11.5223828166885,12.242479984464
5.54990923987162,5.58755148796531,6.54410584666438,5.29039127877029,6.92576137408748,16.5694400389703,11.5820830310422,9.8828834422728,14.2474211453155,11.7638550396052
12.2149496910208,10.9456971348913,8.75207963103852,8.7016749370529,7.35449521447006,15.1344467569371,12.3741291441818,17.0482700750941,12.99231580732,14.3989536552297
4.0519542323747,8.40646674692981,5.3543116479176,5.09233847574988,3.54676760961084,25.8619619954815,10.8938790615472,13.7165833487292,13.450431412657,11.9570089940226
5.8049882954237,7.82585181405231,6.21878317419265,6.53766381761758,6.57541210554834,13.3753965736433,10.528350218785,8.35798179581204,8.62954893402605,12.8624232936478
6.55928248249128,5.38264532997224,5.42347084855093,4.00073216887431,4.6023000846028,13.973679812625,11.2701159607604,9.84298628129475,7.51954182165531,12.314003074903
